"relative_folder","semantic_display_path","semantic_axis_values","product_signal_terms","likely_colour_folder","parent_folder","top_namespace","second_namespace","third_namespace","folder_depth","direct_image_count","image_files","full_folder_path"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Apple_Green","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Apple_Green","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Apple_Green","Women | Non-NKD | Bottoms | Shorts","Apple_Green","BBL","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Apple_Green"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Berry","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Berry","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Berry","Women | Non-NKD | Bottoms | Shorts","Berry","BBL","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Berry"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Black","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Black","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Black","Women | Non-NKD | Bottoms | Shorts","Black","BBL","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Black"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Dusty_Pink","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Dusty_Pink","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Dusty_Pink","Women | Non-NKD | Bottoms | Shorts","Dusty_Pink","BBL","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Dusty_Pink"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Espresso","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Espresso","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Espresso","Women | Non-NKD | Bottoms | Shorts","Espresso","BBL","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Espresso"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Musk_Pink","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Musk_Pink","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Musk_Pink","Women | Non-NKD | Bottoms | Shorts","Musk_Pink","BBL","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Musk_Pink"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Navy","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Navy","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Navy","Women | Non-NKD | Bottoms | Shorts","Navy","BBL","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Navy"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Petrol","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Petrol","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Petrol","Women | Non-NKD | Bottoms | Shorts","Petrol","BBL","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Petrol"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Sand","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Sand","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Sand","Women | Non-NKD | Bottoms | Shorts","Sand","BBL","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Sand"
"Women/Non-NKD/Bottoms/Shorts/Construction/Scrunch/Invisible/Seamless/__Collection/Lift_2.0/BBL/Tan","Women | Non-NKD | Bottoms | Shorts | Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Tan","Construction=Scrunch > Invisible > Seamless | Collection=Lift_2.0 > BBL > Tan","Women | Non-NKD | Bottoms | Shorts","Tan","BBL","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Scrunch\Invisible\Seamless\__Collection\Lift_2.0\BBL\Tan"
"Women/Non-NKD/Bottoms/Shorts/Construction/Training/Fabric/Ultra_Soft/Fleece/Fit/Relaxed/__Collection/Tempo/Black","Women | Non-NKD | Bottoms | Shorts | Construction=Training | Fabric=Ultra_Soft > Fleece | Fit=Relaxed | Collection=Tempo > Black","Construction=Training | Fabric=Ultra_Soft > Fleece | Fit=Relaxed | Collection=Tempo > Black","Women | Non-NKD | Bottoms | Shorts","Black","Tempo","Women","Non-NKD","Bottoms","14","6","01.webp | 02.jpg | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Training\Fabric\Ultra_Soft\Fleece\Fit\Relaxed\__Collection\Tempo\Black"
"Women/Non-NKD/Bottoms/Shorts/Construction/Training/Fabric/Ultra_Soft/Fleece/Fit/Relaxed/__Collection/Tempo/Off_White","Women | Non-NKD | Bottoms | Shorts | Construction=Training | Fabric=Ultra_Soft > Fleece | Fit=Relaxed | Collection=Tempo > Off_White","Construction=Training | Fabric=Ultra_Soft > Fleece | Fit=Relaxed | Collection=Tempo > Off_White","Women | Non-NKD | Bottoms | Shorts","Off_White","Tempo","Women","Non-NKD","Bottoms","14","8","01.webp | 02.jpg | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp | 08.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Training\Fabric\Ultra_Soft\Fleece\Fit\Relaxed\__Collection\Tempo\Off_White"
"Women/Non-NKD/Bottoms/Shorts/Construction/Training/Legacy/__Collection/Persist/Dusty_Green","Women | Non-NKD | Bottoms | Shorts | Construction=Training | Legacy | Collection=Persist > Dusty_Green","Construction=Training | Collection=Persist > Dusty_Green","Women | Non-NKD | Bottoms | Shorts","Dusty_Green","Persist","Women","Non-NKD","Bottoms","10","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Construction\Training\Legacy\__Collection\Persist\Dusty_Green"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ribbed/Scrunch/Seamless/__Collection/Rib/Black","Women | Non-NKD | Bottoms | Shorts | Fabric=Ribbed > Scrunch > Seamless | Collection=Rib > Black","Fabric=Ribbed > Scrunch > Seamless | Collection=Rib > Black","Women | Non-NKD | Bottoms | Shorts","Black","Rib","Women","Non-NKD","Bottoms","11","10","01.jpg | 01.png | 02.png | 02.webp | 03.jpg | 03.png | 04.png | 04.webp | 05.png | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ribbed\Scrunch\Seamless\__Collection\Rib\Black"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ribbed/Scrunch/Seamless/__Collection/Rib/Hot_Pink","Women | Non-NKD | Bottoms | Shorts | Fabric=Ribbed > Scrunch > Seamless | Collection=Rib > Hot_Pink","Fabric=Ribbed > Scrunch > Seamless | Collection=Rib > Hot_Pink","Women | Non-NKD | Bottoms | Shorts","Hot_Pink","Rib","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ribbed\Scrunch\Seamless\__Collection\Rib\Hot_Pink"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ribbed/Scrunch/Seamless/__Collection/Rib/Mango","Women | Non-NKD | Bottoms | Shorts | Fabric=Ribbed > Scrunch > Seamless | Collection=Rib > Mango","Fabric=Ribbed > Scrunch > Seamless | Collection=Rib > Mango","Women | Non-NKD | Bottoms | Shorts","Mango","Rib","Women","Non-NKD","Bottoms","11","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ribbed\Scrunch\Seamless\__Collection\Rib\Mango"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Black","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Black","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Black","Women | Non-NKD | Bottoms | Shorts","Black","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Black"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Chocolate","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Chocolate","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Chocolate","Women | Non-NKD | Bottoms | Shorts","Chocolate","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Chocolate"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Forest_Green","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Forest_Green","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Forest_Green","Women | Non-NKD | Bottoms | Shorts","Forest_Green","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Forest_Green"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Hot_Pink","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Hot_Pink","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Hot_Pink","Women | Non-NKD | Bottoms | Shorts","Hot_Pink","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Hot_Pink"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Indigo","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Indigo","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Indigo","Women | Non-NKD | Bottoms | Shorts","Indigo","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Indigo"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Light_Grey","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Light_Grey","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Light_Grey","Women | Non-NKD | Bottoms | Shorts","Light_Grey","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Light_Grey"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Navy","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Navy","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Navy","Women | Non-NKD | Bottoms | Shorts","Navy","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Navy"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Sky_Blue","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Sky_Blue","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Sky_Blue","Women | Non-NKD | Bottoms | Shorts","Sky_Blue","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Sky_Blue"
"Women/Non-NKD/Bottoms/Shorts/Fabric/Ultra_Soft/Seamless/Scrunch/Invisible/__Collection/Contour/High_Waisted/Marl/Stone","Women | Non-NKD | Bottoms | Shorts | Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Stone","Fabric=Ultra_Soft > Seamless > Scrunch > Invisible | Collection=Contour > High_Waisted > Marl > Stone","Women | Non-NKD | Bottoms | Shorts","Stone","Marl","Women","Non-NKD","Bottoms","14","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Fabric\Ultra_Soft\Seamless\Scrunch\Invisible\__Collection\Contour\High_Waisted\Marl\Stone"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Empower/Leopard/Black","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Empower > Leopard > Black","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Empower > Leopard > Black","Women | Non-NKD | Bottoms | Shorts","Black","Leopard","Women","Non-NKD","Bottoms","14","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Empower\Leopard\Black"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Empower/Leopard/Mocha","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Empower > Leopard > Mocha","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Empower > Leopard > Mocha","Women | Non-NKD | Bottoms | Shorts","Mocha","Leopard","Women","Non-NKD","Bottoms","14","7","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp | 07.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Empower\Leopard\Mocha"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Empower/Leopard/Vanilla","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Empower > Leopard > Vanilla","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Empower > Leopard > Vanilla","Women | Non-NKD | Bottoms | Shorts","Vanilla","Leopard","Women","Non-NKD","Bottoms","14","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Empower\Leopard\Vanilla"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Azure","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Azure","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Azure","Women | Non-NKD | Bottoms | Shorts","Azure","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Azure"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Black","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Black","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Black","Women | Non-NKD | Bottoms | Shorts","Black","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.jpg | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Black"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Blossom","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Blossom","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Blossom","Women | Non-NKD | Bottoms | Shorts","Blossom","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Blossom"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Charcoal","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Charcoal","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Charcoal","Women | Non-NKD | Bottoms | Shorts","Charcoal","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Charcoal"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Cherry_Red","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Cherry_Red","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Cherry_Red","Women | Non-NKD | Bottoms | Shorts","Cherry_Red","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.jpg | 05.jpg | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Cherry_Red"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Hot_Pink","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Hot_Pink","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Hot_Pink","Women | Non-NKD | Bottoms | Shorts","Hot_Pink","Sculpt","Women","Non-NKD","Bottoms","12","6","01.jpg | 02.webp | 03.webp | 04.webp | 05.jpg | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Hot_Pink"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Rosie","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Rosie","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Rosie","Women | Non-NKD | Bottoms | Shorts","Rosie","Sculpt","Women","Non-NKD","Bottoms","12","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Rosie"
"Women/Non-NKD/Bottoms/Shorts/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Staples/Marl/Blue","Women | Non-NKD | Bottoms | Shorts | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Staples > Marl > Blue","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Staples > Marl > Blue","Women | Non-NKD | Bottoms | Shorts","Blue","Marl","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Shorts\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Staples\Marl\Blue"
